row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,15_N_GA7_1_23828.mzML Peak area,44_N_BD7_1_23810.mzML Peak area,42_N_BB1_1_23779.mzML Peak area,54_N_BD8_1_23811.mzML Peak area,45_N_BC2_1_23788.mzML Peak area,48_N_BC6_1_23800.mzML Peak area,QC2_N_BB7_1_23799.mzML Peak area,47_N_BE7_1_23819.mzML Peak area,36_N_BE6_1_23818.mzML Peak area,17_N_GB4_1_23833.mzML Peak area,QC5_N_BB7_1_23820.mzML Peak area,6_N_GA5_1_23826.mzML Peak area,25_N_GB1_1_23830.mzML Peak area,50_N_GB8_1_23838.mzML Peak area,48_N_BC6_1_23793.mzML Peak area,49_N_BE4_1_23816.mzML Peak area,14_N_BB8_1_23786.mzML Peak area,52_N_BC5_1_23791.mzML Peak area,33_N_GB6_1_23836.mzML Peak area,31_N_BC1_1_23794.mzML Peak area,19_N_BE2_1_23814.mzML Peak area,26_N_BE1_1_23812.mzML Peak area,46_N_BC4_1_23797.mzML Peak area,41_N_GB7_1_23837.mzML Peak area,35_N_BC7_1_23801.mzML Peak area,13_N_BD5_1_23808.mzML Peak area,37_N_BB6_1_23784.mzML Peak area,39_N_GA8_1_23829.mzML Peak area,43_N_BD6_1_23809.mzML Peak area,32_N_BD1_1_23803.mzML Peak area,51_N_GB5_1_23835.mzML Peak area,52_N_BC5_1_23798.mzML Peak area,QC3_N_BB7_1_23806.mzML Peak area,2_N_BB3_1_23781.mzML Peak area,29_N_BD3_1_23805.mzML Peak area,30_N_GB3_1_23832.mzML Peak area,9_N_GA3_1_23824.mzML Peak area,23_N_BB2_1_23780.mzML Peak area,31_N_BC1_1_23787.mzML Peak area,QC4_N_BB7_1_23813.mzML Peak area,18_N_BC8_1_23802.mzML Peak area,8_N_BB5_1_23783.mzML Peak area,24_N_GB2_1_23831.mzML Peak area,45_N_BC2_1_23795.mzML Peak area,11_N_BE8_1_23821.mzML Peak area,12_N_BD4_1_23807.mzML Peak area,QC8_N_BB7_1_23839.mzML Peak area,46_N_BC4_1_23790.mzML Peak area,QC1_N_BB7_1_23785.mzML Peak area,38_N_GA4_1_23825.mzML Peak area,27_N_BB4_1_23782.mzML Peak area,7_N_BE5_1_23817.mzML Peak area,20_N_GA1_1_23822.mzML Peak area,21_N_BE3_1_23815.mzML Peak area,3_N_BD2_1_23804.mzML Peak area,1_N_BC3_1_23796.mzML Peak area,QC7_N_BB7_1_23834.mzML Peak area,5_N_GA2_1_23823.mzML Peak area,QC6_N_BB7_1_23827.mzML Peak area,
45,111.08187785571461,7.187479,,,,,,,,,,,6255.594,10537.189,9183.614,11130.15,4818.7354,4940.7344,9821.902,11921.64,9991.589,10491.573,10234.008,12227.7295,4815.018,10749.778,5155.6553,7564.406,8353.848,6689.9614,7226.89,6160.057,12002.21,5755.3223,7809.401,10108.253,9943.605,4781.1704,5917.784,10818.1045,8822.307,10221.517,4927.6924,6542.6353,9498.139,7417.1123,7119.941,6107.071,6928.551,7370.3335,6362.005,9800.826,8205.802,9122.905,7021.529,4932.3813,7000.146,6669.284,10363.428,8277.62,8827.212,7157.5596,7533.346,9489.208,11501.743,12838.802,7575.893,9108.953,9922.46,7872.561,9934.17,
46,112.98575346849927,8.612217,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5312.2407,0,0,0,0,0,0,0,5493.518,0,0,0,0,0,0,0,6532.6025,0,0,5465.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4240.803,0,0,0,0,0,
47,113.02437914514002,16.108452,,,,,,,,,,,1145.5433,1166.3013,1313.627,1155.9596,1549.5217,1344.4436,1212.3484,1076.5914,1166.5896,1004.5066,1020.09033,954.22797,1118.3784,1014.36017,1508.6855,1178.6102,1498.0426,1385.8462,1001.2403,1306.8132,1046.0012,1353.31,1300.6152,912.9562,1177.3403,1357.6821,1616.3735,1057.6411,1288.6948,1170.7626,1060.3381,1417.2676,1183.6144,1609.145,1295.4891,1125.2263,0,1694.7931,1562.9092,1141.8999,1303.4358,1450.1644,1081.7312,1435.6874,953.087,1353.8008,919.6189,1358.1259,1488.2241,1029.96,1583.3738,0,1092.4978,1087.7296,1073.3634,1320.5807,948.0089,1065.2627,987.49567,
48,113.0247648152893,6.0182147,,,,,,,,,,,0,0,0,0,0,0,640.62415,0,1362.6584,0,0,0,0,0,0,0,0,0,0,0,1046.0818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1189.0289,0,1049.005,0,0,0,0,1187.111,0,0,0,660.42224,0,0,0,484.48584,0,1085.3297,839.37573,0,0,0,0,684.9887,
49,113.02513245731284,4.3049264,,,,,,,,,,,0,2012.7157,0,0,0,0,1352.2954,0,0,0,1362.2991,4556.9487,1427.7152,0,1129.9348,0,0,0,865.6129,1009.2436,0,0,0,0,1162.0442,0,0,965.2293,0,0,0,0,1314.7798,0,0,0,0,0,0,1331.4518,0,0,0,0,4163.0757,1067.8876,1393.8196,0,1309.6814,2352.521,0,5096.575,0,0,5873.164,0,1429.716,0,1351.2351,
50,113.03572199565033,1.1750133,,,,,,,,,,,0,12758.158,0,0,0,0,0,0,0,0,0,10034.979,3929.8616,0,0,0,8066.6797,0,0,0,0,0,0,0,0,0,0,4620.9844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
51,113.06112340090706,6.1703343,,,,,,,,,,,841.945,1298.6368,593.5953,0,910.383,1567.0964,2374.6936,1221.1432,2513.2402,1388.6193,2226.9849,1655.6709,1762.1353,0,1403.4886,0,1414.6919,0,1654.4421,2157.0918,1833.5682,829.0975,1292.97,794.70636,2697.336,1231.8318,1147.1589,1034.0127,1381.6654,3767.1472,0,0,2136.939,2877.855,1648.093,1184.1102,1996.7418,1564.0833,2375.353,2249.3667,1028.192,1088.9633,1185.0176,847.1052,3929.8928,736.24445,2289.019,1066.2095,1868.0172,1368.8314,690.46,2710.2805,1398.6409,1357.3126,4072.5332,3976.6235,2425.0671,4481.1455,2477.1138,
52,114.02016979593523,1.1766205,,,,,,,,,,,0,11814.192,10254.936,0,7200.3003,3927.6743,2598.9766,2679.7656,0,2351.9324,2784.9128,9541.981,0,0,3826.7488,0,8143.203,0,0,3339.3596,0,0,4746.24,4103.662,2385.8857,0,0,4511.1562,0,1224.8721,0,0,2592.5815,0,0,0,7560.467,0,3351.8071,2634.686,3227.346,8150.5957,0,7449.929,11182.328,8765.733,0,4860.285,2560.83,6627.449,0,10789.452,0,0,4666.991,1988.7316,2733.7217,3104.3804,2708.1602,
53,114.09274166271588,4.630712,,,,,,,,,,,0,1825.1107,2082.6218,1890.2257,0,0,1685.626,2308.1255,1645.7622,1908.5876,1833.3583,2720.257,0,1910.6731,0,0,1735.3027,635.73706,0,0,0,0,1033.4369,0,1773.9429,0,0,0,1395.5651,0,0,662.39496,1705.4159,0,1061.1641,0,0,880.1649,0,1766.688,0,0,832.5586,0,1236.3739,0,1864.4355,1044.4524,1670.3953,830.61707,1283.979,0,2136.9907,0,1227.0657,1573.9838,1845.449,0,1784.9473,
54,114.09286450019881,4.6870084,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1092.7872,0,0,1050.3687,0,2350.5146,0,0,1742.7654,0,0,0,2017.2551,0,1682.837,0,0,0,1060.1758,0,0,1060.8365,0,0,0,1179.2362,0,0,0,0,0,0,0,0,0,0,1826.5577,0,2461.6765,0,0,0,1362.9329,0,
55,114.0928709905911,11.578341,,,,,,,,,,,2111.8245,0,0,0,0,0,1353.9668,802.77313,462.07065,1981.378,1516.479,0,0,0,0,0,2483.011,0,1044.5479,0,0,1260.3086,0,672.1159,3512.5637,2152.4587,816.578,0,826.88367,813.16614,0,0,1381.0648,5324.4644,0,0,668.38684,0,0,1292.8021,2204.1099,0,0,0,761.10034,0,1535.7054,0,1315.0701,0,0,946.6371,0,0,2874.8164,3448.7422,1576.8698,5934.713,1437.6266,
56,114.09287994362414,11.36961,,,,,,,,,,,3253.4668,0,0,0,896.14557,0,2988.1477,1946.6182,1235.2563,4119.2783,3173.1943,776.459,0,0,0,0,4758.163,0,2397.737,0,695.2371,2382.7693,0,1527.9304,8080.199,3483.576,2191.484,0,1973.8582,2393.2473,0,0,3024.644,12492.888,1461.8514,0,1592.71,988.0985,0,3156.4304,4892.666,0,599.38135,955.3749,2035.2391,799.15125,3308.3958,0,2981.5876,0,0,2380.6191,1189.6005,797.9278,7222.2295,8449.163,3321.4053,11328.643,3249.7258,
57,115.00401133849037,6.7568984,,,,,,,,,,,1181.7272,1396.1409,922.9793,0,903.08356,1610.4377,1987.5564,799.2358,1511.1807,1584.342,2091.3035,3349.1638,1991.9099,0,1526.8777,0,1113.4825,0,1307.6124,3289.7944,880.6765,1079.831,1330.5134,937.8926,2110.5059,1032.513,0,1125.8074,1053.2931,2395.6204,0,0,1981.1877,0,1481.8231,896.6037,2952.7395,1038.382,3235.6746,2078.4321,0,1087.239,0,909.2133,4333.918,0,2180.6504,1378.7169,1917.7881,2746.752,1270.7628,2917.5664,1316.2338,790.29846,6329.8027,2235.2717,2178.2441,1857.8179,2200.9978,
58,115.00396963068138,7.3009024,,,,,,,,,,,0,984.53424,1425.539,0,649.2997,1037.8584,1456.6815,0,0,1321.1453,1545.3407,2807.252,2182.3381,0,1060.0927,0,0,0,568.9359,2288.5059,446.40396,1163.5652,0,0,2049.5735,0,0,0,0,0,0,0,1519.8372,0,760.0979,536.18274,2360.0532,0,2319.9043,1473.3561,0,1715.9617,473.10132,703.0806,5462.965,869.6931,1569.2025,909.2462,1548.6344,1447.6042,0,3246.1538,1093.5742,439.3516,5122.0273,1837.9521,1549.0261,0,1575.4045,
59,115.00403907163987,1.3487009,,,,,,,,,,,36592.96,20298.035,22961.129,0,23358.967,18182.7,41929.94,28220.938,4152.5757,56907.383,44578.812,28736.428,1438.4156,0,17560.518,0,30571.611,0,11114.036,27304.668,7883.345,848.6274,35084.38,62537.797,56753.902,52846.484,53756.125,46952.895,36855.57,76975.34,0,0,41489.94,81231.16,28268.797,1012.9066,34347.816,3336.7268,26610.492,41283.547,81353.55,31372.168,1361.977,24815.504,51420.86,45826.766,43057.46,35875.633,40946.953,56173.87,34675.453,54730.215,833.1449,1102.5647,77212.695,74387.88,44703.79,78571.77,45412.406,
60,115.00399598398793,1.8170228,,,,,,,,,,,3156.6567,3658.5515,3668.7827,0,4433.8833,2597.4873,0,2819.4456,1298.2568,5168.9995,0,4446.4683,0,0,2654.11,0,3887.6724,0,2729.871,2222.896,1575.176,0,4799.6147,8463.169,9983.018,8858.249,8324.321,7054.818,4811.3843,6261.8496,0,0,0,9191.434,5703.1523,0,2440.1396,1810.4011,3125.753,0,13538.901,4860.8237,0,3387.2231,4109.8584,7852.768,0,4467.2725,0,6978.6904,5688.078,3939.7822,388.31995,0,6410.5146,6845.091,3613.9746,6923.336,0,
61,115.04029312829115,5.665351,,,,,,,,,,,1146.0927,2171.152,0,0,1043.4689,1868.5016,0,0,0,0,0,0,2255.348,0,1838.6765,0,2193.4124,0,2552.5085,2068.0618,2795.6707,0,0,738.8854,1459.5569,1804.1746,0,1281.9147,1999.133,1806.9047,0,0,0,1420.3534,0,0,846.6607,1642.3431,1554.4536,0,1244.6317,0,0,1050.4944,1303.0565,0,0,0,0,0,0,1570.9347,2019.3286,1715.3221,0,3601.9019,2337.2908,2375.186,2557.417,
62,115.04037436243257,2.9440308,,,,,,,,,,,2496.41,2196.1755,2058.2268,2077.983,1605.0966,3220.1685,8344.272,1993.5692,3877.275,2244.9724,9232.522,3565.4746,4592.4883,1392.6604,3222.4053,2232.6536,1462.0123,1165.8988,2014.2238,2275.9197,2320.925,2312.8972,1575.2769,2038.6041,3001.3545,1719.8798,2548.487,2996.1943,2001.1099,2313.9194,1236.2126,1394.1814,8162.514,1297.9456,2180.3218,4532.0635,1531.7736,2441.8965,2174.695,8658.087,2813.4846,0,3549.0486,1648.6477,2153.6824,2313.1306,9235.392,1535.832,7952.353,4907.9565,1598.6085,1771.5549,2886.318,3751.2478,2500.9907,2882.5132,9114.908,2781.403,8848.229,
63,115.0767666118475,6.590081,,,,,,,,,,,0,0,0,0,0,0,3008.53,0,0,0,3024.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2841.4275,0,0,0,0,0,0,2984.5369,0,0,0,0,0,0,3084.2307,0,2792.8105,0,0,0,0,0,0,0,3027.2356,0,3048.8538,
64,115.07677564076205,9.579541,,,,,,,,,,,10685.893,5386.7656,11020.513,20579.842,5821.429,13334.576,12806.89,8459.871,16087.712,8467.513,13076.575,9859.84,12431.929,10684.053,13825.1875,11098.253,5843.005,10013.594,7375.839,5863.9077,4686.184,6458.053,5215.6387,8936.302,13971.232,6350.764,5518.5215,6366.8115,7277.919,7478.7627,6764.339,10179.464,12164.486,7423.945,9205.523,15676.7,6412.173,11504.878,5623.739,13288.945,12082.902,4453.4834,13592.734,5688.819,7796.4263,12289.731,13428.422,4651.05,13209.367,6905.3564,5951.5376,5569.2837,8678.915,11012.913,6393.377,5119.9497,13359.947,14335.01,14801.83,
65,116.03565422934687,3.8511696,,,,,,,,,,,1806.3818,1660.8462,1256.8638,0,3425.0686,5457.0244,5660.38,4897.7324,8004.596,1997.6368,6315.3516,0,3125.138,0,5228.864,0,1180.9934,0,1690.7805,10003.853,12055.038,2628.4812,2635.053,853.0378,4275.761,1657.7563,5903.9326,3808.7705,6206.422,19267.326,0,0,0,2393.4666,7969.124,5072.099,0,11303.483,9483.0625,5864.162,2043.7136,0,10041.312,3426.6091,0,0,6668.495,2471.2146,5894.3076,5672.5693,6306.6797,0,11623.443,12364.601,1647.2365,2943.2388,6459.9473,2072.8333,0,
66,116.03612185591315,2.9722238,,,,,,,,,,,0,1420.4954,2733.4648,0,1077.7083,1603.3317,2539.08,0,931.12994,1231.3435,2754.452,3965.2883,2672.669,0,1523.4786,0,0,0,0,4450.2114,0,0,1060.995,0,1728.838,847.8975,0,0,0,1242.0531,0,0,2717.1472,1303.8303,0,0,8752.098,0,4459.946,2759.9739,0,2839.728,0,1013.22833,5405.751,1321.7743,2936.7744,1071.0186,2361.0098,3169.5276,0,9045.3955,703.40814,0,13284.449,7269.6226,2929.8872,4253.857,2822.8784,
67,116.05034796613035,4.89295,,,,,,,,,,,0,0,0,0,0,0,1123.5825,0,0,626.80634,1134.7267,1846.612,0,0,0,0,0,0,0,0,0,0,562.3659,0,0,0,0,0,0,0,0,0,1111.667,0,0,0,0,0,0,1110.3146,0,1703.8263,0,0,0,0,1136.6838,502.18134,1083.8481,1643.4407,0,0,0,0,4159.818,0,0,0,0,
68,116.05011220022834,4.996088,,,,,,,,,,,0,0,584.68005,0,0,418.44144,0,0,0,0,0,0,722.0691,0,0,0,934.0815,0,0,564.11285,0,0,0,0,999.7286,0,0,524.0054,0,0,0,0,0,590.08093,0,0,1274.4313,0,536.7038,0,541.7197,0,0,0,6255.003,733.6564,0,0,0,0,0,5509.888,0,0,0,1554.3029,1073.2433,1436.0553,1034.2784,
69,116.97270284787867,1.0375049,,,,,,,,,,,0,2085.9302,1520.2954,0,2015.3087,0,0,0,1659.6895,1572.9244,1576.9374,1531.2474,0,0,2125.5051,3100.215,1666.0186,3429.9854,1650.509,1899.6077,1692.5175,0,2020.969,1626.2347,1554.4462,0,1897.4478,1971.7805,1949.7882,0,3003.806,3519.3618,1637.4629,1513.5067,1604.122,0,1647.8707,1566.1251,1901.3904,1564.9403,1783.2006,1575.7001,0,2072.568,1188.3066,0,1531.0619,2016.3448,1508.3724,0,1904.1869,0,1728.9849,1580.9757,1419.8815,1559.4175,0,1611.9292,1583.709,
70,117.0196280233409,1.9444287,,,,,,,,,,,6620.487,8852.181,4180.5933,1906.2168,4464.4365,15034.466,8689.063,5923.6865,2633.7637,9375.081,9395.402,6048.034,3717.1318,1921.5736,14448.149,1767.0702,5829.9795,1560.0103,6447.9707,6096.5874,3414.0266,2681.8955,6046.3457,8704.942,10116.657,7328.654,7356.4883,7603.3887,5943.6226,13332.2705,1934.2133,1744.4728,9147.256,9245.988,5749.657,2166.844,6610.742,2588.9766,5926.091,8896.0625,10426.34,5239.0244,1815.8845,4676.5596,8524.842,5294.3203,9911.391,6026.9536,7938.0176,9175.789,4953.0547,7957.4795,0,0,11719.15,12206.636,9605.145,11118.017,9781.893,
71,117.05581906902783,4.2551274,,,,,,,,,,,0,0,0,0,0,0,657.0722,0,0,0,679.63135,564.0918,2262.0632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,673.72675,0,0,2525.065,0,571.5144,0,698.96924,0,0,969.3425,0,0,0,710.87445,0,604.0469,0,0,0,608.761,684.27356,0,0,0,0,640.4758,
72,117.05592898584025,3.3222263,,,,,,,,,,,895.0467,701.22235,0,0,0,0,850.03357,481.48224,669.9499,0,947.9137,720.8261,862.3738,0,542.39014,860.5579,0,0,954.92413,0,631.97327,480.92798,0,0,642.0244,0,562.6641,699.673,0,496.099,0,0,814.99,0,0,941.17535,0,635.5667,0,844.10205,633.93665,0,735.68634,0,0,0,849.0797,0,698.6779,1085.5408,0,0,658.267,641.9665,0,930.1937,948.7784,0,940.68335,
73,118.05127241424388,1.8037971,,,,,,,,,,,0,1639.0308,2385.187,0,0,0,2148.3735,0,1056.4341,1791.8838,2255.374,3814.3386,2137.7644,0,0,0,663.7673,0,1431.2513,4273.3354,0,1146.1693,0,0,2988.7449,0,0,729.9866,0,0,0,0,2231.026,1029.2626,0,0,5655.1255,0,4316.162,2043.2693,0,1635.4443,0,0,3852.5078,0,2246.1433,848.01984,2007.0485,2345.665,0,8136.1157,701.70544,0,9455.432,4731.168,2508.3574,2768.7954,2425.4421,
74,118.05127815509539,1.1781278,,,,,,,,,,,3368.155,0,4011.9607,0,2764.505,2239.6611,1040.6891,2973.0938,4354.624,2157.5315,1003.45764,5616.937,3243.763,0,2181.7556,0,2392.8813,0,6586.933,4473.2837,1837.6686,3245.2642,2638.0688,2382.9688,2932.2373,2476.2402,2847.093,3106.7783,2320.8853,1828.8826,0,0,1732.1759,3175.9019,4403.276,2090.3552,3584.3916,2191.682,4346.6772,1632.2064,2541.5195,3022.6838,2082.0046,2765.3235,0,2885.3704,1775.0625,2639.7356,1047.5112,2491.851,4414.0547,1502.033,1222.0879,1928.494,3517.8103,2447.9807,1803.5198,2905.8118,1755.7114,
75,119.03530388981405,3.496829,,,,,,,,,,,0,1463.3291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1432.2534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1501.6161,0,0,0,0,0,0,0,0,0,0,0,0,0,1590.1057,0,0,0,
76,119.0502909269531,6.7562623,,,,,,,,,,,933.3257,1270.7155,770.06476,0,671.83124,1433.994,1810.1506,727.098,1326.5819,1332.7848,2000.0984,3350.622,1591.1466,0,1282.9037,0,988.1865,0,1171.3092,3043.6003,829.07666,906.46204,1143.173,699.52966,1906.7651,840.86176,0,844.9106,905.4658,2283.7114,0,0,1932.8546,1076.002,1299.4385,627.6424,2777.5886,781.6544,3087.505,1792.0569,819.7884,1017.37714,0,721.1875,4125.531,606.5049,1873.2783,1131.6011,1805.8116,2449.6272,997.44293,3038.5642,956.8912,594.10565,6396.3906,2338.5886,1939.0388,1704.091,1968.3595,
77,119.05031304697718,7.113631,,,,,,,,,,,1150.4261,0,0,0,0,0,1634.8612,0,1012.28546,975.4944,1831.4902,765.2537,5986.635,0,637.7085,0,1023.6536,0,695.3314,2296.279,1878.2836,0,0,0,1284.7184,1111.1763,1361.0624,932.7236,1071.3944,4357.9995,0,0,1794.9268,2012.5945,0,0,1251.578,4171.174,2193.3406,1815.9152,0,0,2141.5745,0,2823.0154,0,1876.4928,0,1652.7516,1512.6094,0,1854.381,2040.5374,1150.6426,2241.9358,1900.4388,1883.8583,2165.5916,1871.9729,
78,121.0297392244781,10.148833,,,,,,,,,,,0,0,0,0,0,3023.2346,3153.6272,2234.9805,4006.526,2734.6926,3195.6387,2329.7993,2558.1443,0,2795.0054,0,2369.078,0,2481.56,3284.5579,0,0,0,0,4507.7026,2672.639,2101.0208,0,3213.2214,8531.511,0,0,3467.145,8905.237,4084.887,3987.9143,0,0,3266.1858,3299.5193,0,0,0,0,0,0,3100.9106,1657.6422,2867.11,0,4049.9602,0,0,0,6714.797,8146.4126,3130.9087,8403.178,3014.5522,
79,121.02974190232226,9.783941,,,,,,,,,,,5812.6807,2434.4846,0,0,3345.8474,5927.969,7570.5503,4760.755,9639.884,6930.269,8777.146,5634.0635,5330.8105,0,5703.777,0,4477.7876,0,6778.4766,8072.7837,2468.9668,6221.22,3605.1404,2624.104,12471.161,6955.8633,4750.2007,3695.243,6809.0693,18111.053,0,0,7832.5264,14411.188,9510.042,9676.201,2830.3406,2721.2007,8411.326,8952.328,4820.847,2484.1873,2313.3606,3078.568,3429.0818,2147.817,7334.828,3712.0198,8372.849,4239.6084,7741.3984,4221.077,3484.1526,2167.8105,14525.56,19403.123,8718.263,20446.055,7891.3193,
80,121.02971222159546,8.587773,,,,,,,,,,,3646.141,0,0,0,3373.0742,2876.0232,3514.573,2714.3796,3555.2517,2958.2644,3661.3254,0,3072.429,0,3060.3206,0,0,0,4022.2412,2983.377,0,6130.027,0,0,6102.435,3092.8442,3233.4097,0,2365.5356,3707.7395,0,0,3762.0652,0,3451.214,4002.6267,0,0,2848.357,3821.734,4587.998,0,0,3436.9548,0,0,3718.662,0,2807.3005,3671.5725,2789.1748,0,0,0,0,0,3292.2388,4031.3625,3728.3796,
81,121.02973662403377,8.864569,,,,,,,,,,,4054.6912,3702.8267,5021.8496,0,4218.4814,6173.155,5601.9707,5031.911,7432.188,4040.5383,4852.296,4239.961,3717.693,0,6003.3433,0,3534.9573,0,3924.003,7139.8257,4824.542,7205.1626,3390.485,2903.1626,8058.2363,6484.268,4475.575,3628.6199,4837.683,10524.5,0,0,5299.2446,10051.333,5304.26,5537.2046,2569.706,0,5208.986,6380.9043,4353.2207,1995.5865,2081.3948,4762.669,2919.7534,0,5408.0215,3881.7246,4321.1577,5266.6606,6280.9287,3647.1196,3661.251,0,7876.4756,7780.885,4737.016,9045.462,5137.3696,
82,121.0297555344024,7.303015,,,,,,,,,,,3546.375,7047.95,8751.314,0,4068.5825,7195.0156,10057.7,0,3693.874,8871.035,10211.04,18776.268,14331.005,0,7027.4263,0,4796.891,0,3249.2542,14763.838,0,8145.334,6967.0547,4788.703,13418.874,3932.46,2956.8599,0,0,6411.4736,0,0,10233.529,4680.6675,5149.699,3434.191,14947.744,0,14721.456,10262.518,6253.382,10806.0,2836.5132,4226.49,34915.08,5807.542,9803.832,6081.8193,9506.677,9302.711,0,23900.053,5814.846,0,34550.414,12561.819,10041.681,8718.905,10347.934,
83,121.0297577882568,9.271459,,,,,,,,,,,2907.7878,2610.2673,1699.871,0,2971.784,5136.4927,5869.48,4540.907,5798.966,4887.005,5539.5684,4345.385,2980.607,0,5072.9487,0,3144.6782,0,3665.3708,5647.168,1812.8789,4340.5195,2978.2788,2386.6975,8652.915,4104.63,3694.373,3214.5178,4974.916,17431.562,0,0,6012.8423,12045.128,6012.4683,5460.195,2245.1768,1493.3085,5734.568,5836.3296,5545.722,1596.0497,0,2897.4646,3753.2378,2095.3423,5558.1636,3161.491,5830.4287,4810.844,5567.3477,3747.4902,2624.809,1735.8855,9744.088,11010.173,5419.3296,12408.797,5132.702,
84,121.02976717691396,8.284907,,,,,,,,,,,9884.207,6548.7188,5184.2666,12768.217,7215.8335,9834.362,15328.585,8371.191,20248.197,11023.241,15391.536,11158.263,15102.158,11862.632,12367.425,6300.0854,6944.919,6391.3354,8128.173,9834.97,7560.002,15044.697,5401.855,10064.856,17218.861,8609.514,8796.275,12486.176,9489.57,19337.262,12488.518,11075.196,15595.958,8920.439,16045.509,17148.604,8693.091,11287.234,9597.745,15601.113,12783.879,6940.9224,15229.221,11029.599,9238.116,7906.5527,15008.616,5370.3413,13933.117,14036.021,13662.528,9157.141,10010.374,10881.021,11741.284,10007.662,15426.516,10458.467,15562.121,
85,121.02999712775197,10.010371,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3311.256,0,0,0,0,5363.7065,0,0,0,4981.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1894.51,0,0,0,4025.0566,3335.7588,0,4133.079,0,
86,122.98568596275571,6.58892,,,,,,,,,,,0,0,0,0,0,0,2303.9749,0,2866.345,3437.6375,2749.4297,0,4232.339,0,0,0,0,0,3125.1912,0,2461.8794,2530.6138,3433.1067,3556.873,0,0,2169.6492,2577.7417,3223.5876,0,0,0,2623.092,0,1970.6609,3377.891,5848.7964,0,0,2645.2612,0,4490.3657,0,0,0,0,2947.4263,3512.976,2312.3945,0,3077.758,0,0,3329.363,0,4283.8477,2816.2578,3695.431,2790.7478,
87,122.985627550209,6.555058,,,,,,,,,,,6054.9575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5189.39,0,0,0,0,0,0,0,0,5236.2734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5206.1934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
88,125.02468711089692,5.5196123,,,,,,,,,,,637.2884,0,0,0,0,623.58307,0,0,0,0,0,0,632.04865,0,608.0495,0,879.4755,0,486.893,1032.1361,965.91,0,0,598.6303,1821.8157,919.48645,0,593.2438,570.2226,2779.0208,0,0,0,1925.0978,0,0,855.41284,886.9414,1007.20325,0,935.9284,562.78723,0,0,1179.3813,0,0,0,0,1094.1486,796.24225,1096.9377,1006.31366,1063.9601,0,2520.8213,1298.1229,2327.3982,1250.5748,
89,125.02474337480935,5.9716215,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1042.1278,0,0,0,0,0,633.55615,0,0,871.2969,739.13025,818.1828,0,0,1210.8455,0,0,0,0,1999.2236,0,0,0,1624.9443,909.5921,0,0,0,865.9031,0,0,0,0,0,0,0,0,0,978.7496,1188.5953,647.41254,0,0,757.54626,1754.5406,2015.0195,1075.1823,2114.9749,979.22894,
90,125.09734831775087,6.8239174,,,,,,,,,,,22863.084,67933.92,66695.836,71282.516,17522.814,3322.8206,60765.95,74480.06,57897.49,66437.44,63372.926,81757.93,3826.871,72714.29,3134.8518,51078.406,57872.758,33463.79,44296.836,35246.758,75305.805,15992.962,45133.273,61131.918,62736.836,11037.87,28160.822,67497.62,53836.727,61088.03,10702.306,36447.688,60031.09,44676.6,45015.023,24349.396,42892.355,40996.945,34469.996,62321.88,51850.92,60385.215,40279.316,17608.506,46711.637,35834.617,61668.66,43011.637,57528.81,41883.54,47617.227,63425.332,76390.05,75070.016,46748.11,52654.84,62392.367,52071.414,63177.695,
91,125.09744229192322,10.6842575,,,,,,,,,,,588.69037,1391.643,634.50555,1293.5017,0,437.94635,1470.3225,1616.809,917.9914,1567.0825,1521.8507,1114.4072,0,1466.6044,0,1755.2189,1070.0935,754.7844,1407.3973,781.7837,0,0,1391.7047,2003.653,1336.1678,631.324,763.8556,2711.4702,1323.1221,1064.1464,0,817.6776,1407.1594,773.932,1074.7356,621.5717,1180.8431,952.1669,782.3052,1517.9677,1109.2628,1263.7167,655.13446,506.40845,1332.0404,748.12775,1353.3722,1326.7792,1392.5804,1243.9526,1365.3752,912.2744,1644.931,1625.7449,1727.0636,1108.0226,1468.7893,1129.2896,1467.8188,
