formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C16H25N3O5S2	[M - H]-	C16H24N3O5S2-	Amino acids and Peptides	0.754	β-lactams	0.039	Aminoglycosides	0.040	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.989	Amino acids, peptides, and analogues	0.977	Amino acids and derivatives	0.976	Alpha amino acid amides	0.631	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Alpha amino acids; Amines; Sulfenyl compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Cysteine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	402.118	79	1.317	857738460144120496	857736996185204602	857736996185204601	2709	
3	C8H9FO3S	[M - H]-	C8H8FO3S-	Shikimates and Phenylpropanoids	0.524	Phenolic acids (C6-C1)	0.035	Simple aromatic polyketides	0.019	Benzenoids	0.999	Benzene and substituted derivatives	0.992	Benzenesulfonyl compounds	0.628			Benzenesulfonyl compounds	0.628	Organic compounds; Organosulfur compounds; Halobenzenes; Organohalogen compounds; Organooxygen compounds; Sulfones; Aryl fluorides; Fluorobenzenes; Sulfonyls; Organofluorides; Benzene and substituted derivatives; Benzenoids; Aryl halides; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic oxygen compounds; Chemical entities	203.020	79	1.321	857738403692982103	857736936361837013	857736936361837012	795	
1	C9H12N2O6	[M - H]-	C9H11N2O6-	Amino acids and Peptides	0.898	Small peptides	0.785	Aminoacids	0.693	Organic acids and derivatives	0.983	Carboxylic acids and derivatives	0.969	Amino acids, peptides, and analogues	0.861	Amino acids and derivatives	0.860	Alpha amino acids and derivatives	0.948	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	243.062	80	1.326	857738405811105679	857736947602573773	857736947602573772	1200	
1	C4H10O6S	[M - H]-	C4H9O6S-	Fatty acids	0.982	Fatty Acids and Conjugates	0.094	Fatty alcohols	0.082	Organic acids and derivatives	0.982	Organic sulfuric acids and derivatives	0.916	Sulfuric acid esters	0.915	Sulfuric acid monoesters	0.869	Sulfuric acid monoesters	0.869	Organic compounds; Organosulfur compounds; Alcohols and polyols; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Organic sulfuric acids and derivatives; Sulfuric acid monoesters; Sulfuric acid esters; Alkyl sulfates; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	185.011	80	1.326	857738637840005036	857736929910996296	857736929910996295	562	
2	C24H30N8O12	[M - H]-	C24H29N8O12-	Alkaloids	0.851	Nucleosides	0.665	Purine nucleosides	0.844	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.956	Glycosyl compounds	0.895	Glycosylamines	0.926	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Pyrimidones; Organooxygen compounds; Carboxylic acid derivatives; Diazines; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Benzenoids; Amines; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	621.187	80	1.335	857738848809302302	857737018415018902	857737018415018901	3320	
1	C8H8N2O6S	[M - H]-	C8H7N2O6S-	Amino acids and Peptides	0.681	Small peptides	0.300	Aminoacids	0.181	Benzenoids	0.998	Benzene and substituted derivatives	0.966	Nitrobenzenes	0.844			Nitrobenzenes	0.844	Organic compounds; Organosulfur compounds; Nitrobenzenes; Phenols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic sulfuric acids and derivatives; Monocarboxylic acids and derivatives; Organic nitro compounds; Sulfuric acid monoesters; Carboxylic acids; Organic oxoazanium compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Sulfuric acid esters; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities	259.005	80	1.337	857738506235328161	857736951473917055	857736951473917054	1338	
3	C8H10BNO5S	[M - H]-	C8H9BNO5S-	Amino acids and Peptides	0.055	Monoterpenoids	0.034	Pinane monoterpenoids	0.111	Organic acids and derivatives	0.819	Boronic acid derivatives	0.723					Boronic acid derivatives	0.723	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Organometallic compounds; Boronic acid derivatives; Organometalloid compounds; Organic salts; Organic oxides; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	241.035	80	1.340	857738398991166765	857736946721769773	857736946721769772	1168	
1	C8H10O3	[M - H]-	C8H9O3-	Fatty acids	0.915	Fatty acyls	0.642	Oxygenated hydrocarbons	0.217	Organic oxygen compounds	0.999	Organooxygen compounds	0.998	Carbonyl compounds	0.957	Ketones	0.789	Ketones	0.789	Organic compounds; Ketones; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	153.056	81	1.343	857738409502093400	857736921824376794	857736921824376793	284	
1	C12H13NO5S	[M - H]-	C12H12NO5S-	Amino acids and Peptides	0.991	Phenylpropanoids (C6-C3)	0.179	Thiodiketopiperazine alkaloids	0.121	Organic acids and derivatives	1.000	Carboxylic acids and derivatives	0.994	Amino acids, peptides, and analogues	0.844	Amino acids and derivatives	0.840	Alpha amino acids and derivatives	0.888	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	282.044	81	1.347	857739637007107551	857736957660516518	857736957660516517	1548	
4	C6H6O6	[M + H2O - H]-	C6H7O7-	Carbohydrates	0.273	Fatty Acids and Conjugates	0.304	Dicarboxylic acids	0.274	Organic acids and derivatives	0.993	Carboxylic acids and derivatives	0.989	Dicarboxylic acids and derivatives	0.752			Dicarboxylic acids and derivatives	0.752	Organic compounds; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Polyols; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	191.020	81	1.348	857739647555782667	857736932142366449	857736932142366448	647	
1	C4H6O7S	[M - H]-	C4H5O7S-	Fatty acids	0.758	Fatty Acids and Conjugates	0.151	Wax monoesters	0.016	Organic acids and derivatives	0.999	Organic sulfonic acids and derivatives	0.985	Organosulfonic acids and derivatives	0.985	Alkanesulfonic acids and derivatives	0.748	Alkanesulfonic acids	0.791	Organic compounds; Organosulfur compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organosulfonic acids and derivatives; Organooxygen compounds; Sulfonyls; Organosulfonic acids; Carbonyl compounds; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organic oxygen compounds; Chemical entities	196.977	81	1.353	857739644259059537	857736933581012971	857736933581012970	697	
1	C7H4O3	[M + H2O - H]-	C7H5O4-	Shikimates and Phenylpropanoids	0.599	Phenolic acids (C6-C1)	0.149	Simple phenolic acids	0.035	Benzenoids	0.730	Phenols	0.523	1-hydroxy-2-unsubstituted benzenoids	0.529			1-hydroxy-2-unsubstituted benzenoids	0.529	Organic compounds; Aldehydes; Phenols; Organooxygen compounds; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	153.020	81	1.357	857740969550072950	857736921740490699	857736921740490698	281	
1	C11H11NO2	[M - H]-	C11H10NO2-	Alkaloids	0.860	Small peptides	0.335	Simple oxindole alkaloids	0.214	Organoheterocyclic compounds	0.874	Indoles and derivatives	0.503	Indoles	0.519			Indoles	0.519	Organic compounds; Organoheterocyclic compounds; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carbonyl compounds; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	188.071	82	1.360	857739649267058805	857736931618078349	857736931618078348	627	
1	C12H11F3N4O3	[M - H]-	C12H10F3N4O3-	Alkaloids	0.913	Histidine alkaloids	0.233	Imidazole alkaloids	0.228	Benzenoids	0.999	Phenol ethers	0.993	Anisoles	0.642			Anisoles	0.642	Organic compounds; Organoheterocyclic compounds; Pyrazoles; Alkyl aryl ethers; Anisoles; Ethers; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Azoles; Alkyl fluorides; Organofluorides; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alkyl halides; Organic oxides; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	315.071	82	1.360	857739659379526089	857736970176321612	857736970176321611	1937	
1	C11H22N2O7S	[M - H]-	C11H21N2O7S-	Amino acids and Peptides	0.990	Small peptides	0.873	Aminoacids	0.295	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.982	Amino acids, peptides, and analogues	0.976	Amino acids and derivatives	0.974	Alpha amino acids	0.965	Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Sulfonyls; Organosulfonic acids; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkanesulfonic acids and derivatives; Alkanesulfonic acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	325.109	82	1.361	857739553016168337	857736974609701610	857736974609701609	2071	
1	C25H26N4O4S2	[M - H]-	C25H25N4O4S2-	Alkaloids	0.317	Histidine alkaloids	0.005	Cephalosporins	0.010	Benzenoids	1.000	Phenols	0.583	Methoxyphenols	0.529			Methoxyphenols	0.529	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Alkyl aryl ethers; Phenols; Anisoles; Methoxyphenols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Thioethers; Benzene and substituted derivatives; Phenol ethers; Benzenoids; Alkylarylthioethers; Organic oxides; Methoxybenzenes; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	509.129	82	1.361	857739989320256520	857737011913846763	857737011913846762	3135	
1	C7H6O5S	[M - H]-	C7H5O5S-	Shikimates and Phenylpropanoids	0.975	Phenolic acids (C6-C1)	0.976	Simple phenolic acids	0.975	Benzenoids	0.984	Benzene and substituted derivatives	0.962	Benzoic acids and derivatives	0.839	Benzoic acids	0.793	Benzoic acids	0.793	Organic compounds; Organosulfur compounds; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Sulfonyls; Carboxylic acids; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Benzoic acids; Organic oxides; Hydrocarbon derivatives; Benzenesulfonyl compounds; Organic oxygen compounds; Chemical entities	200.987	82	1.362	857739557239832732	857736935225180424	857736935225180423	754	
1	C9H14N2O7	[M - H]-	C9H13N2O7-	Amino acids and Peptides	0.976	Small peptides	0.954	Aminoacids	0.851	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.997	Amino acids, peptides, and analogues	0.993	Amino acids and derivatives	0.992	Alpha amino acids	0.960	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Amino fatty acids; Carboxylic acids; Carbonyl compounds; Tricarboxylic acids and derivatives; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	261.072	82	1.370	857739632204629312	857736952040148200	857736952040148199	1359	
1	C4H5N3O3S	[M - H]-	C4H4N3O3S-	Alkaloids	0.919	Histidine alkaloids	0.969	Imidazole alkaloids	0.969	Organoheterocyclic compounds	0.963	Azoles	0.835	Imidazoles	0.590			Imidazoles	0.590	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Imidazoles; Organonitrogen compounds; Azoles; Organic 1,3-dipolar compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	173.998	83	1.378	857739612583674199	857736927465716639	857736927465716638	477	
1	C7H12N2O5	[M - H]-	C7H11N2O5-	Amino acids and Peptides	0.997	Small peptides	0.999	Aminoacids	0.998	Organic acids and derivatives	0.999	Carboxylic acids and derivatives	0.996	Amino acids, peptides, and analogues	0.994	Amino acids and derivatives	0.994	Alpha amino acids	0.833	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	203.066	83	1.383	857739661225019972	857736936642855421	857736936642855420	803	
